Admin Status,VPN Access ID,Alive,Site Id,Nickname,Site Name,Region,Product,Bandwidth
1,1000,Down,80234279,5076,NG KIWI BUSKERUD AS - 7080001191320 Kiwi 526 Noresund KRØDERFJORDVEIEN 1677 3536 NORESUND 3536 NORESUND,KRØDSHERAD,NC MANAGED VPN ACCESS,100000
2,1001,Up,80226657,2003,BUTIKKDRIFT NORD AS - 7080001271886 JOKER LILAND LILANDSVEIEN 210 8534 LILAND 8534 LILAND,EVENES,NC MANAGED VPN ACCESS,100000
3,1002,up,80159102,nan,NORGESGRUPPEN DATA AS - 7080000868780 Vestkanten HAAKONSVERNVEIEN 1 5173 LODDEFJORD 5173 LODDEFJORD,BERGEN,NC MANAGED VPN ACCESS,10000
4,1003,up,80159101,nan,NORGESGRUPPEN DATA AS - 7080004063525 Teie NØTTERØVEIEN 1A 3127 TØNSBERG 3127 TØNSBERG,TØNSBERG,NC MANAGED VPN ACCESS,10000
5,1004,up,80159099,nan,NORGESGRUPPEN DATA AS - 7080004049499 Jessheim-E6 LOKEVEGEN 3 2067 JESSHEIM 2067 JESSHEIM,ULLENSAKER,NC MANAGED VPN ACCESS,10000
6,1005,Up,80160794,Bakers Hasle (Sec),BAKERS AS Secondary - 7080000480043 HASLEVANGEN 40 0579 OSLO 0579 OSLO,OSLO,NC MANAGED VPN ACCESS,97000
7,1006,up,80147214,nan,TATA CONSULTANCY SERVICES LIMITED - 7080000 SANDAKERVEIEN 116 0484 OSLO 0484 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
8,1007,Up,80226655,4575,NG KIWI ØST AS - 7080001099480 Kiwi 538 Kurland BRYGGERIVEIEN 9 1727 SARPSBORG 1727 SARPSBORG,SARPSBORG,NC MANAGED VPN ACCESS,100000
9,1008,Down but redundancy is up,80135710,Bakers Bryne,BAKERS AS - BRYNE - 7080001032166 BRYNE BEDRIFTSVEGEN 1 4344 BRYNE 4344 BRYNE,TIME,NC MANAGED VPN ACCESS,97000
10,1009,Up,80226430,1253,OMBO LANDHANDEL AS - 7080001393250 Joker Ombo Eidsund 4187 OMBO 4187 OMBO,STAVANGER,NC MANAGED VPN ACCESS,100000
11,1010,Up,80226056,2055,JARLSBERGS MENY DRIFT AS - 7080000590315 MENY Jarlsberg TRAVVEIEN 1 3170 SEM 3170 SEM,TØNSBERG,NC MANAGED VPN ACCESS,100000
12,1011,up,80159097,test,NORGESGRUPPEN DATA AS - 7080004137950 Alna STRØMSVEIEN 241B 0668 OSLO 0668 OSLO,OSLO,NC MANAGED VPN ACCESS,10000
13,1012,Up,80160746,Bakers Hasle (Pri),BAKERS AS Primary - 7080000480043 HASLEVANGEN 40 0579 OSLO 0579 OSLO,OSLO,NC MANAGED VPN ACCESS,97000
14,1013,Up,80232581,nan,TIGER AS - 7080001165260 TI16805 LØKKEMYRA LØKKEMYRVEIEN 4 6517 KRISTIANSUND N 6517 KRISTIANSUND N,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
15,1014,Up,80233541,1871,SJØBUA MAT AS - 7080000459810 Joker Utvik FJORDVEGEN 4093 6797 UTVIK 6797 UTVIK,STRYN,NC MANAGED VPN ACCESS,100000
16,1015,up,80159096,nan,NORGESGRUPPEN DATA AS - 7080004137585 Ramstadsletta DRAMMENSVEIEN 503 1363 HØVIK 1363 HØVIK,BÆRUM,NC MANAGED VPN ACCESS,10000
17,1016,Up,80150068,Bakers Lillesand (Pri),BAKERS AS - 7080001032197 LILLESAND Primary GAUPEMYRHEIA 8 4790 LILLESAND 4790 LILLESAND,LILLESAND,NC MANAGED VPN ACCESS,100000
18,1017,Up,80230803,4423,ÅSE DAGLIGVARER AS - 7080000071357 SPAR Åsetorget ØVRE GEILEGREND 1 6017 ÅLESUND 6017 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,100000
19,1018,up,80174997,7080001091996 SPAR Møre,KJØPMANNSHUSET NORGE AS REGION MØRE - SPAR Møre HOLSSLETTA 2 6018 ÅLESUND 6018 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,30000/8000
20,1019,Up,80231867,nan,NORGESGRUPPEN DATA AS - 7080004052901 TI16868 BØ BØGATA 79 3800 BØ I TELEMARK 3800 BØ I TELEMARK,MIDT-TELEMARK,NC MANAGED VPN ACCESS,100000
21,1020,Up,80232212,nan,ESSO REVHEIM - 7080004159846 TI16852 REVHEIMSVEIEN REVHEIMSVEIEN 265 4047 HAFRSFJORD 4047 HAFRSFJORD,STAVANGER,NC MANAGED VPN ACCESS,100000
22,1021,up,80159098,nan,NORGESGRUPPEN DATA AS - 7080004137547 Grålum BJØRNSTADVEIEN 10 1712 GRÅLUM 1712 GRÅLUM,SARPSBORG,NC MANAGED VPN ACCESS,10000
23,1022,up,80148389,nan,ASKO MIDT-NORGE AS - 7080000082780 KLINKERVEIEN 10 8006 BODØ 8006 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
24,1023,Down,80234809,1180,MATHUSET GRIMO AS - 7080000036844 Nærbutikken Grimo FJORDAVEGEN 3583 5777 GRIMO 5777 GRIMO,ULLENSVANG,NC MANAGED VPN ACCESS,100000
25,1024,Up,80235104,nan,PERMANOR BRUMUNDDAL AS - 7080003855435 Permanor Frysela TEGLVEGEN 5 2383 BRUMUNDDAL 2383 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,100000
26,1026,up,80153550,nan,ASKO SENTRALLAGER KJØL AS - 7080003648679 Vestby DELIVEIEN 49 1540 VESTBY 1540 VESTBY,VESTBY,NC MANAGED VPN ACCESS,200000
27,1027,up,80154803,nan,ASKO ØST AS - 7080000995189 DELITOPPEN 4 1540 VESTBY 1540 VESTBY,VESTBY,NC MANAGED VPN ACCESS,400000
28,1028,Up,80155132,nan,BAKEHUSET AS - 7080001032197 Lillesand GAUPEMYRHEIA 8 4790 LILLESAND 4790 LILLESAND,LILLESAND,NC MANAGED VPN ACCESS,10000
29,1029,Up,80228825,316,ALBI 1000 AS - 7080000009619 NORDSTRANDVEIEN 62 1164 OSLO 1164 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
30,1030,Up,80230947,4861,KVITFJELL HOTEL AS - 7080001115050 Nærbutikken Børson Dagligv KVITFJELLVEGEN 492 2634 FÅVANG 2634 FÅVANG,RINGEBU,NC MANAGED VPN ACCESS,100000
31,1032,Up,80228545,284,NG KIWI ØST AS - 7080001113353 Kiwi 377 Kambo WANKELS VEI 2 1539 MOSS 1539 MOSS,MOSS,NC MANAGED VPN ACCESS,100000
32,1035,up,80215321,nan,NORGESGRUPPEN DATA AS - 7080004096981 DdL16903 BRUMUNDDAL NILS AMBLIS VEG 1 2380 BRUMUNDDAL 2380 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,10000
33,1037,up,80147144,nan,JOH. JOHANNSON KAFFE AS - 7080000081998 JOH JOHANNSON KAFFE FILIPSTADVEIEN 11 0250 OSLO 0250 OSLO,OSLO,NC MANAGED VPN ACCESS,97000
34,1038,up,80218838,nan,NORGESGRUPPEN DATA AS - 7080004103764 DdL15143 HELLERUDVEIEN HELLERUDVEIEN 92 0687 OSLO 0687 OSLO,OSLO,NC MANAGED VPN ACCESS,10000
35,1039,Down,80239083,23724,SØR-TVERRFJORD HANDEL AS - 7080001477158 Nærbutikken Sør-Tverrfjord SØR-TVERRFJORDVEIEN 113 9584 SØR-TVERRFJORD 9584 SØR-TVERRFJORD,LOPPA,NC MANAGED VPN ACCESS,100000
36,1040,up,80224407,GLN 7080004081826,JOH. JOHANNSON KAFFE AS TREVEIEN 6 1540 VESTBY 1540 VESTBY,VESTBY,NC MANAGED VPN ACCESS,100000
37,1043,down,80235004,nan,STABEKK SERVICENTER AS - 7080004039346 TI Esso Stabekk GAMLE DRAMMENSVEI 39 1369 STABEKK 1369 STABEKK,BÆRUM,NC MANAGED VPN ACCESS,80000
38,1045,Up,80230425,6600,ØYRA HANDEL AS - 7080001324414 Joker Vatne VATNEFJORDVEGEN 16 6265 VATNE 6265 VATNE,ÅLESUND,NC MANAGED VPN ACCESS,100000
39,1049,up,80139777,nan,BAKERS AS AVD LARVIK - 7080000587445 STRANDGATA 16 3263 LARVIK 3263 LARVIK,LARVIK,NC MANAGED VPN ACCESS,97000
40,1050,Up,80227557,716,ATNBRUA HANDEL V/JØRN SVERRE LIEN - 7080001113797 Joker Atnbrua RONDEVEIEN 875 2477 SOLLIA 2477 SOLLIA,STOR-ELVDAL,NC MANAGED VPN ACCESS,100000
41,1051,Up,80233304,23204,NG KIWI MØRE AS - 7080001463441 KIWI 922 Nordfjordeid NORDFJORDVEGEN 4517 6770 NORDFJORDEID 6770 NORDFJORDEID,STAD,NC MANAGED VPN ACCESS,100000
42,1052,up,80148216,nan,UNIL AS - 7080000082421 Våler GRANITTVEIEN 7 1592 VÅLER I ØSTFOLD 1592 VÅLER I ØSTFOLD,VÅLER (VIKEN),NC MANAGED VPN ACCESS,100000
43,1053,up,80148267,nan,NORGESGRUPPEN DATA AS - 7080000005055 HELGØ MATSENTER AS BREIDABLIKKVEIEN 3A 4017 STAVANGER 4017 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
44,1054,up,80148422,nan,ASKO MOLDE AS - 70800000818200 ÅRØSETERVEGEN 20 6422 MOLDE 6422 MOLDE,MOLDE,NC MANAGED VPN ACCESS,100000
45,1055,Up,80226135,21743,ODDEN MAT AS - 7080001433437 SPAR Odden ODDEN 1 4876 GRIMSTAD 4876 GRIMSTAD,GRIMSTAD,NC MANAGED VPN ACCESS,100000
46,1056,up,80148388,nan,ASKO DRAMMEN AS - 7080000081684 ASKO DRAMMEN INDUSTRIGATA 1 3414 LIERSTRANDA 3414 LIERSTRANDA,LIER,NC MANAGED VPN ACCESS,100000
47,1057,up,80148726,nan,ASKO NORD AS - 7080000081868 Asko Nord KJOSELVMOEN 84 9027 RAMFJORDBOTN 9027 RAMFJORDBOTN,TROMSØ,NC MANAGED VPN ACCESS,100000
48,1058,Up,80232974,nan,DELI DE LUCA NORGE AS - 7080001475604 MUNKEGATA MUNKEGATA 46A 7011 TRONDHEIM 7011 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
49,1059,up,80213218,nan,NORGESGRUPPEN DATA AS - 7080004036741 DdL16896 KARMSUNDGATEN KARMSUNDGATA 192 5527 HAUGESUND 5527 HAUGESUND,HAUGESUND,NC MANAGED VPN ACCESS,10000
50,1060,Up,80228522,2099,NG KIWI OSLO AKERSHUS AS - 7080001097578 Kiwi 336 Torshov KYRRE GREPPS GATE 19A 0479 OSLO 0479 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
51,1061,Up,80234692,124,GRUNNVIK LANDHANDEL AS - 7080000004263 Joker Fyresdal MOLANDSMOEN 6 3870 FYRESDAL 3870 FYRESDAL,FYRESDAL,NC MANAGED VPN ACCESS,100000
52,1062,up,80215250,nan,NORGESGRUPPEN DATA AS - 7080001137335 DdL16855 SKARNES OSLOVEGEN 2 2100 SKARNES 2100 SKARNES,SØR-ODAL,NC MANAGED VPN ACCESS,10000
53,1063,Down,80221737,GLN 7080000061235,ASKO VEST AS - 7080000061235 MAGNUSVEGEN 10 5262 ARNATVEIT 5262 ARNATVEIT,BERGEN,NC PARTNER VPN ACCESS,200000
54,1064,up,80149423,nan,BAKERS AS - 7080000485413 BAKERS AS - HEBA JEMTLANDSVEGEN 5 2383 BRUMUNDDAL 2383 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,100000
55,1065,up,80156313,nan,KIWI MINIDRIFT AS - 7080000077465 NG KIWI INNLAND KIRKEGATA 72 2609 LILLEHAMMER 2609 LILLEHAMMER,LILLEHAMMER,NC MANAGED VPN ACCESS,100000
56,1067,Up,80226931,nan,ATLØY MAT AS - 7080001475369 Joker Atløy SAUESUNDET 4 6985 ATLØY 6985 ATLØY,ASKVOLL,NC MANAGED VPN ACCESS,100000
57,1070,Up,80235460,123,JOKER GRUE FINNSKOG SA - 7080000004256 Joker Grue Finnskog FINNSKOGVEGEN 2490 2256 GRUE FINNSKOG 2256 GRUE FINNSKOG,GRUE,NC MANAGED VPN ACCESS,100000
58,1072,Up,80235497,1928,LØVMOS HANDEL AS - 7080001230081 Joker Åsgårdstrand BAKKEGATA 8 3179 ÅSGÅRDSTRAND 3179 ÅSGÅRDSTRAND,HORTEN,NC MANAGED VPN ACCESS,100000
59,1074,up,80210252,.,NORGESGRUPPEN DATA AS - 7080004125636 TI16838 SUNDVOLLEN DRONNINGVEIEN 1A 3531 KROKKLEIVA 3531 KROKKLEIVA,HOLE,NC MANAGED VPN ACCESS,5800/480
60,1075,Up,80230673,13802,NG KIWI MØRE AS - 7080003528971 Kiwi 918 Langevåg DJUPDALEN 53 6030 LANGEVÅG 6030 LANGEVÅG,SULA,NC MANAGED VPN ACCESS,100000
61,1076,up,80210313,nan,NORGESGRUPPEN DATA AS - TI16825 STORHAMAR ASLAK BOLTS GATE 49 2316 HAMAR 2316 HAMAR,HAMAR,NC MANAGED VPN ACCESS,7700/530
62,1077,Up,80232869,23724,ARBOSGATE KOLONIAL AS - 7080004079632 Joker Arbosgate ARBOS GATE 2B 0368 OSLO 0368 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
63,1078,up,80210321,nan,NORGESGRUPPEN DATA AS - TI16842 KROSSEN SETESDALSVEIEN 98 4617 KRISTIANSAND S 4617 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,7700/530
64,1081,Up,80230813,386,O SELVAAGS EFTF AS - 7080000011506 Joker Knarrlagsund BERGE 3 7242 KNARRLAGSUND 7242 KNARRLAGSUND,HITRA,NC MANAGED VPN ACCESS,100000
65,1082,Down,80235472,1128,KARL TORE MEKLENBORG AS - 7080000078332 Joker Fenstad SVANFOSSVEGEN 1 2170 FENSTAD 2170 FENSTAD,NES,NC MANAGED VPN ACCESS,100000
66,1085,up,80210377,nan,NORGESGRUPPEN DATA AS - TI16870 HUNDVÅG RESTAURATIONVEIEN 10 4085 HUNDVÅG 4085 HUNDVÅG,STAVANGER,NC MANAGED VPN ACCESS,30000/8000
67,1088,down,80234195,nan,DELI DE LUCA DISTRIBUNAL AS - 7080003153104 Sjømathuset/Deli SVEN OFTEDALS VEI 10 0950 OSLO 0950 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
68,1091,down,80210368,nan,NORGESGRUPPEN DATA AS - TI16872 BANKHJØRNET STORGATA 27 2406 ELVERUM 2406 ELVERUM,ELVERUM,NC MANAGED VPN ACCESS,30000/8000
69,1094,up,80210420,nan,NORGESGRUPPEN DATA AS - TI16902 SPJELKAVIK BRUSDALSVEGEN 2 6011 ÅLESUND 6011 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,30000/8000
70,1099,up,80215248,nan,NORGESGRUPPEN DATA AS - 7080004127999 DdL16802 SPYDEBERG ROLLS VEI 2 1820 SPYDEBERG 1820 SPYDEBERG,INDRE ØSTFOLD,NC MANAGED VPN ACCESS,10000
71,1100,up,80211176,nan,BODØELV VEISERVICE AS - TI Bodøelv STORMYRVEIEN 67 8008 BODØ 8008 BODØ,BODØ,NC MANAGED VPN ACCESS,20000/3000
72,1101,up,80159858,nan,NORGESGRUPPEN AGDER AS - 7080000081844 VIGE HAVNEVEI 4 4633 KRISTIANSAND S 4633 KRISTIANSAND S,KRISTIANSAND,NC PARTNER VPN ACCESS,100000
73,1102,up,80212024,nan,KIWI MINIDRIFT AS - 7080000000000 KIWI MINIDRIFT AS LIER RINGERIKSVEIEN 4A 3414 LIERSTRANDA 3414 LIERSTRANDA,LIER,NC MANAGED VPN ACCESS,100000
74,1103,Up,80230394,5900,BUTIKK KARLSEN - 7080001310400 Deli de Luca Tho THORVALD MEYERS GATE 34A 0555 OSLO 0555 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
75,1104,up,80215269,nan,NORGESGRUPPEN DATA AS - 7080004042773 DdL16812 SANNESUND STORGATA 58 1724 SARPSBORG 1724 SARPSBORG,SARPSBORG,NC MANAGED VPN ACCESS,10000
76,1105,Up,80226817,23763,NG KIWI VEST AS - 7080001473884 Kiwi 835 Valle HATLESTAD TERRASSE 1 5227 NESTTUN 5227 NESTTUN,BERGEN,NC MANAGED VPN ACCESS,100000
77,1106,Up,80232013,nan,TIGER AS - 7080004123830 MIDL 4G SANNIDALSVEIEN 164 3766 SANNIDAL 3766 SANNIDAL,KRAGERØ,NC MANAGED VPN ACCESS,100000
78,1109,up,80213220,nan,NORGESGRUPPEN DATA AS - 7080004123298 DdL16883 MYREN MYREN 1A 3718 SKIEN 3718 SKIEN,SKIEN,NC MANAGED VPN ACCESS,10000
79,1110,up,80213702,nan,NORGESGRUPPEN DATA AS - 7080004129207 DdL16880 NESTTUN FANAVEGEN 2 5222 NESTTUN 5222 NESTTUN,BERGEN,NC MANAGED VPN ACCESS,10000
80,1111,up,80213581,nan,NORGESGRUPPEN DATA AS - 7080004056824 DdL16827 BREDSAND RYGGEVEIEN 135 1570 DILLING 1570 DILLING,MOSS,NC MANAGED VPN ACCESS,10000
81,1112,up,80213625,nan,NORGESGRUPPEN DATA AS - 7080004035003 DdL16882 LEIRVIK SÆ 10 5417 STORD 5417 STORD,STORD,NC MANAGED VPN ACCESS,10000
82,1113,up,80213454,nan,NORGESGRUPPEN DATA AS - 7080004088283 DdL16888 KONGSBERG KARSCHES GATE 4 3611 KONGSBERG 3611 KONGSBERG,KONGSBERG,NC MANAGED VPN ACCESS,10000
83,1114,up,80213701,nan,NORGESGRUPPEN DATA AS - 7080004124387 DdL16889 KOBBERVIKDALEN E-18 67 3036 DRAMMEN 3036 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,10000
84,1115,up,80213703,nan,NORGESGRUPPEN DATA AS - 7080004030411 DdL16828 HASLUM BÆRUMSVEIEN 305 1344 HASLUM 1344 HASLUM,BÆRUM,NC MANAGED VPN ACCESS,10000
85,1116,up,80213583,nan,NORGESGRUPPEN DATA AS - 7080004169173 DdL16873 ODDEMARKA ØSTRE RINGVEI 88 4632 KRISTIANSAND S 4632 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,10000
86,1117,up,80213473,nan,NORGESGRUPPEN DATA AS - 7080004125636 TI16848 HORNNES DÅSNESVEGEN 54 4737 HORNNES 4737 HORNNES,EVJE OG HORNNES,NC MANAGED VPN ACCESS,10000
87,1118,up,80213582,nan,NORGESGRUPPEN DATA AS - 7080004033078 DdL16816 SKÅRER BIBLIOTEKGATA 49 1473 LØRENSKOG 1473 LØRENSKOG,LØRENSKOG,NC MANAGED VPN ACCESS,10000
88,1119,up,80213771,nan,NORGESGRUPPEN DATA AS - 7080004029453 DdL16811 ROLVSØY RÅDALSVEIEN 1A 1663 ROLVSØY 1663 ROLVSØY,FREDRIKSTAD,NC MANAGED VPN ACCESS,10000
89,1120,up,80213775,nan,NORGESGRUPPEN DATA AS - 7080004052758 DdL16819 SOGN TORGNY SEGERSTEDTS VEI 11 0372 OSLO 0372 OSLO,OSLO,NC MANAGED VPN ACCESS,10000
90,1121,up,80213776,nan,NORGESGRUPPEN DATA AS - 7080004119093 DdL16808 JAREN NORDRE ÅLSVEGEN 2 2770 JAREN 2770 JAREN,GRAN,NC MANAGED VPN ACCESS,10000
91,1122,up,80214150,nan,NORGESGRUPPEN DATA AS - 7080004064942 DdL16831 KJELLERHOLEN TRONDHEIMSVEIEN 41 2007 KJELLER 2007 KJELLER,LILLESTRØM,NC MANAGED VPN ACCESS,10000
92,1123,up,80213845,nan,NORGESGRUPPEN DATA AS - 7080004053472 DdL16890 HOKKSUND ØSTRE BRUGATE 3 3303 HOKKSUND 3303 HOKKSUND,ØVRE EIKER,NC MANAGED VPN ACCESS,10000
93,1124,up,80213994,nan,NORGESGRUPPEN DATA AS - 7080004032347 DdL16810 HVERVENKASTET OSLOVEIEN 79 3511 HØNEFOSS 3511 HØNEFOSS,RINGERIKE,NC MANAGED VPN ACCESS,10000
94,1125,up,80213995,nan,NORGESGRUPPEN DATA AS - 7080000582235 DdL16858 FORUS LURAMYRVEIEN 47 4313 SANDNES 4313 SANDNES,SANDNES,NC MANAGED VPN ACCESS,10000
95,1126,up,80214000,nan,NORGESGRUPPEN DATA AS - 7080004056886 DdL16884 ELVEVEIEN ELVEVEIEN 19 3262 LARVIK 3262 LARVIK,LARVIK,NC MANAGED VPN ACCESS,10000
96,1127,up,80214077,nan,NORGESGRUPPEN DATA AS - 7080004068704 DdL16826 RÅDE MOSSEVEIEN 18 1640 RÅDE 1640 RÅDE,RÅDE,NC MANAGED VPN ACCESS,10000
97,1128,up,80213826,nan,NORGESGRUPPEN DATA AS - 7080004062849 DdL16897 TJENSVOLLKRYSSET GAMLE MADLAVEIEN 1 4009 STAVANGER 4009 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,10000
98,1129,Up,80230678,25943,NG KIWI ROGALAND AS - 7080004192300 Kiwi 654 Porsmyr PORSMYRVEIEN 1 4314 SANDNES 4314 SANDNES,SANDNES,NC MANAGED VPN ACCESS,100000
99,1130,up,80213998,nan,NORGESGRUPPEN DATA AS - 7080004085183 DdL16822 MYKLEGARD ÅNESTADVEGEN 2 2340 LØTEN 2340 LØTEN,LØTEN,NC MANAGED VPN ACCESS,10000
100,1131,Up,80224970,22703,NG SPAR ØST AS - 7080001455101 SPAR Dælenenggata DÆLENENGGATA 26 0567 OSLO 0567 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
101,1132,up,80214255,nan,NORGESGRUPPEN DATA AS - 7080004056831 DdL16875 DAMPSAGA KVAMSVEGEN 161 7725 STEINKJER 7725 STEINKJER,STEINKJER,NC MANAGED VPN ACCESS,10000
102,1133,up,80214352,nan,NORGESGRUPPEN DATA AS - 7080004074392 DdL16832 NITTEDAL HADELANDSVEIEN 656 1482 NITTEDAL 1482 NITTEDAL,NITTEDAL,NC MANAGED VPN ACCESS,10000
103,1134,up,80214373,nan,NORGESGRUPPEN DATA AS - 7080001096656 DdL16782 VØYENENGA SKUIVEIEN 71 1339 VØYENENGA 1339 VØYENENGA,BÆRUM,NC MANAGED VPN ACCESS,10000
104,1135,up,80214402,nan,NORGESGRUPPEN DATA AS - 7080004081604 DdL16874 KANALVEIEN KANALVEIEN 1 5068 BERGEN 5068 BERGEN,BERGEN,NC MANAGED VPN ACCESS,10000
105,1136,up,80214483,nan,NORGESGRUPPEN DATA AS - 7080004027305 DdL16818 RYEN ENEBAKKVEIEN 139 0680 OSLO 0680 OSLO,OSLO,NC MANAGED VPN ACCESS,10000
106,1137,Up,80231977,nan,STASJONSDRIFT HOLMEN AS - 7080004092730 TI16847 ÅSEN FROSTAVEGEN 1 7630 ÅSEN 7630 ÅSEN,LEVANGER,NC MANAGED VPN ACCESS,100000
107,1138,Up,80231746,1347,J&W MAT AS - 7080001421366 Joker Løkenhavna ÅSBRÅTAN 17 1352 KOLSÅS 1352 KOLSÅS,BÆRUM,NC MANAGED VPN ACCESS,100000
108,1139,up,80214538,nan,NORGESGRUPPEN DATA AS - 7080004120808 DdL16892 PARK HAUGES GATE 57 3019 DRAMMEN 3019 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,10000
109,1140,Down,80233167,928,FØRDE DAGLIGVARE AS - 7080000025893 Joker Førde TINGVEGEN 33 5555 FØRDE I HORDALAND 5555 FØRDE I HORDALAND,SVEIO,NC MANAGED VPN ACCESS,100000
110,1141,up,80214578,nan,NORGESGRUPPEN DATA AS - 7080000742134 DdL16899 BEKKEFARET HJALMAR JOHANSENS GATE 1 4019 STAVANGER 4019 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,10000
111,1142,up,80214679,nan,NORGESGRUPPEN DATA AS - 7080004045736 DdL16907 ASKER DRAMMENSVEIEN 884 1383 ASKER 1383 ASKER,ASKER,NC MANAGED VPN ACCESS,10000
112,1143,up,80214151,nan,NORGESGRUPPEN DATA AS - 7080004043770 TI16845 STRØMMEN STRØMSVEIEN 89 2010 STRØMMEN 2010 STRØMMEN,LILLESTRØM,NC MANAGED VPN ACCESS,10000
113,1144,up,80215261,nan,NORGESGRUPPEN DATA AS - 7080000615735 DdL16898 SANDNES ELVEGATA 7 4306 SANDNES 4306 SANDNES,SANDNES,NC MANAGED VPN ACCESS,10000
114,1145,up,80215382,nan,NORGESGRUPPEN DATA AS - 7080004123328 DdL16891 AMTMANNSVINGEN RINGERIKSVEIEN 1 3414 LIERSTRANDA 3414 LIERSTRANDA,LIER,NC MANAGED VPN ACCESS,10000
115,1147,up,80215246,nan,NORGESGRUPPEN DATA AS - 7080004031920 DdL16900 NYBORG ÅSAMYRANE 275 5131 NYBORG 5131 NYBORG,BERGEN,NC MANAGED VPN ACCESS,10000
116,1148,up,80215304,nan,NORGESGRUPPEN DATA AS - 7080004075184 DdL16908 GARDERMOEN JESSHEIMVEGEN 463 2060 GARDERMOEN 2060 GARDERMOEN,ULLENSAKER,NC MANAGED VPN ACCESS,10000
117,1149,up,80215309,nan,NORGESGRUPPEN DATA AS - 7080004108868 DdL16878 KOLSTAD REIER SØBSTADS VEG 1 7078 SAUPSTAD 7078 SAUPSTAD,TRONDHEIM,NC MANAGED VPN ACCESS,10000
118,1150,up,80215330,nan,NORGESGRUPPEN DATA AS - 7080004100091 DdL16879 MOHOLT BRØSETVEGEN 188 7050 TRONDHEIM 7050 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,10000
119,1151,Up,80230424,293,MYRSTAD MATHUS AS - 7080000009046 SPAR Spjelkavik SPJELKAVIKVEGEN 61 6010 ÅLESUND 6010 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,100000
120,1152,Up,80228103,3118,LENTUS BUTIKKDRIFT AS - 7080000011681 Joker Torshov NORDKAPPGATA 36 0479 OSLO 0479 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
121,1153,Up,80228100,4964,ASMA SELSKAP AS - 7080001329013 Joker Lillestrøm Stasjon JONAS LIES GATE 2 2000 LILLESTRØM 2000 LILLESTRØM,LILLESTRØM,NC MANAGED VPN ACCESS,100000
122,1154,Up,80233361,670,FJELD AS - 7080000018178 Nærbutikken Skjerstad FJELDBAKKAN 6 8102 SKJERSTAD 8102 SKJERSTAD,BODØ,NC MANAGED VPN ACCESS,100000
123,1155,up,80221106,nan,ASKO HEDMARK AS - 7080000081608 ASKO Hedmark - Brummundal SKANSVEGEN 5 2383 BRUMUNDDAL 2383 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,200000
124,1157,Down,80221737,GLN 7080000061235,ASKO VEST AS - 7080000061235 MAGNUSVEGEN 10 5262 ARNATVEIT 5262 ARNATVEIT,BERGEN,NC PARTNER VPN ACCESS,200000
125,1158,up,80224605,99990,NORGESGRUPPEN DATA AS AVD BEDRIFTSVEIEN - 7080000082384 4G Testlab BV9 BEDRIFTSVEIEN 9 0950 OSLO 0950 OSLO,OSLO,NC MANAGED VPN ACCESS,80000
126,1159,Up,80224629,99999,NORGESGRUPPEN DATA AS AVD BEDRIFTSVEIEN - 7080000082384 Testlab BV9 BEDRIFTSVEIEN 9 0950 OSLO 0950 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
127,1160,Up,80224849,3180,NG MENY ØST AS - 7080000945788 MENY Bærums Verk VERTSHUSVEIEN 2 1353 BÆRUMS VERK 1353 BÆRUMS VERK,BÆRUM,NC MANAGED VPN ACCESS,100000
128,1161,Up,80224871,14143,NG MENY ØST AS - 7080003538949 MENY Fornebu SNARØYVEIEN 57 1364 FORNEBU 1364 FORNEBU,BÆRUM,NC MANAGED VPN ACCESS,100000
